sku,codigo_fornecedor,descricao,ativo,marca,categoria
AUGI050,GC4026,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI051,GC4027,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI052,GC4028,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI053,GC4031,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI054,GC4033,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI055,GC4034,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGE091,GE1109,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGI056,GC4038,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI058,GC4040,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI059,GC4041,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI060,GC4042,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI061,GC4043,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI062,GC4044,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI063,GC4045,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI064,GC4046,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI065,GC4048,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI066,GC4049,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI057,GC4039,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI090,GC4105,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGE090,GE1044,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE088,GE1128,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE022,GE1018,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE023,GE1019,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE024,GE1020,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE025,GE1025,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE026,GE1026,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE027,GE1027,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE028,GE1028,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE029,GE1029,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE030,GE1030,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE031,GE1031,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE032,GE1032,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE033,GE1033,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE034,GE1034,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE035,GE1035,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE036,GE1036,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE037,GE1037,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE038,GE1038,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE039,GE1039,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE040,GE1040,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE021,GE1017,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE041,GE1042,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE020,GE1016,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE018,GE1011,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGC099,GC5093,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC100,GC5099,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGE001,GE1004,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE002,GE1012,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE003,GE1013,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE004,GE1015,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE005,GE1021,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE006,GE1022,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE007,GE1023,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE008,GE1024,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE009,GE1001,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE010,GE1002,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE011,GE1003,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE012,GE1005,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE013,GE1006,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE014,GE1007,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE015,GE1008,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE016,GE1009,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE017,GE1010,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE019,GE1014,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE042,GE1043,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE043,GE1045,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE044,GE1046,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE069,GE1074,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE070,GE1075,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE071,GE1076,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE072,GE1077,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE073,GE1078,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE074,GE1079,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE075,GE1080,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE076,GE1081,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE077,GE1083,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE078,GE1084,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE079,GE1085,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE080,GE1101,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE081,GE1104,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE082,GE1110,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE083,GE1126,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE084,GE1127,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE085,GE1130,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE086,GE1041,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE087,GE1047,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE068,GE1073,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE067,GE1072,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE066,GE1071,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE065,GE1070,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE045,GE1048,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE046,GE1049,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE047,GE1050,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE048,GE1052,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE049,GE1054,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE050,GE1055,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE051,GE1056,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE052,GE1057,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE053,GE1058,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE089,GE1051,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE054,GE1059,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE056,GE1061,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE057,GE1062,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE058,GE1063,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE059,GE1064,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE060,GE1065,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE061,GE1066,Gauss Eletroventilador,nao,gauss,eletroventilador
AUGE062,GE1067,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE063,GE1068,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE064,GE1069,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGE055,GE1060,Gauss Eletroventilador,sim,gauss,eletroventilador
AUGI091,GC4107,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI092,GC4110,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI093,GC4111,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI211,GC4900,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI212,GC4905,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI213,GC4911,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI214,GC4913,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI215,GC4927,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI216,GC4941,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGI217,GC4942,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI218,GC4956,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI219,GC4966,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGI220,GC4971,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI221,GC4139,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI222,GC4142,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI223,GC4143,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI224,GC4177,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGI225,GC4124,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI226,GC4810,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI227,GC4180,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI228,GC4501,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI229,GC4315,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI210,GC4824,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI230,GC4680,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGI209,GC4808,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI207,GC4782,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI188,GC4562,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI189,GC4566,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI190,GC4579,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI191,GC4580,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI192,GC4582,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI193,GC4600,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI194,GC4601,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI195,GC4602,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGI196,GC4604,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI197,GC4605,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI198,GC4624,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI199,GC4643,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI200,GC4672,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI201,GC4687,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI202,GC4695,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI203,GC4702,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI204,GC4715,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI205,GC4778,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI206,GC4780,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGI208,GC4800,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI231,GC2102,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGL001,GL35HB4,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL002,GL23H11,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL030,GL55H1,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL031,GL55H1,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL032,GL1141A,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL033,GL112H11B,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL034,GL0067,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL035,GL0067A,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL036,GL0067D,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL037,GL0069,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL038,GL0075,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL039,GL05H3,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL040,GL06H3,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL041,GL09H4,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL042,GL1034,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL043,GL1056A,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL044,GL10H4,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL045,GL1141,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL046,GL11H4,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL047,GL12728,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL048,GL12H4,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGL029,GL113H11B,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL028,GL151HS1,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL027,GL150HS5,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL026,GL881H27B,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL003,GL59H4,Gauss Lâmpada do farol,nao,gauss,lâmpada do farol
AUGL004,GL55H1,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL005,GL61H7,Gauss Lâmpada do farol,nao,gauss,lâmpada do farol
AUGL006,GL85H16,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL007,GL57H3,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL008,GL79H8,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL009,GL81H9,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL010,GL87H10,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL012,GL95H11,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGI187,GC4547,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGL013,GL115H15,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL015,GL83H13,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL016,GL96HB1,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL017,GL97HB3,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL018,GL98HB4,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL019,GL99HB5,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL020,GL880H27B,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL021,GL881H27B,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL022,GL145D1S,Gauss Lâmpada do farol,sim,gauss,lâmpada do farol
AUGL025,GL881H27B,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGL014,GL117H16,- Nenhum fabricante - Lâmpada do farol,sim,- nenhum fabricante -,lâmpada do farol
AUGI186,GC4531,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI185,GC4510,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI184,GC4506,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI118,GC4214,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI119,GC4215,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI120,GC4220,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI121,GC4222,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI122,GC4227,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI123,GC4230,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI124,GC4232,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI125,GC4235,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI126,GC4239,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI127,GC4240,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI128,GC4243,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI129,GC4248,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGI130,GC4250,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI131,GC4251,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI132,GC4252,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI133,GC4253,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI134,GC4262,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI135,GC4265,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI136,GC4269,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI117,GC4213,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI116,GC4212,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI115,GC4203,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI114,GC4202,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI094,GC4114,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI095,GC4115,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI096,GC4116,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI097,GC4117,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI098,GC4118,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGI099,GC4123,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI100,GC4131,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI101,GC4132,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI102,GC4133,Gauss Bobina de Ignição,nao,gauss,bobina de ignição
AUGI137,GC4274,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI103,GC4135,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI105,GC4151,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI106,GC4154,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI107,GC4160,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI108,GC4162,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI109,GC4164,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI110,GC4171,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI111,GC4174,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI112,GC4181,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI113,GC4200,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI104,GC4138,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGL050,GL15H5,Gauss Lâmpadas,sim,gauss,lâmpadas
AUGI138,GC4277,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI140,GC4280,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI165,GC4420,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI166,GC4421,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI167,GC4423,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI168,GC4424,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI169,GC4425,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI170,GC4427,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI171,GC4434,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI172,GC4437,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI173,GC4448,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI174,GC4449,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI175,GC4458,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI176,GC4464,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI177,GC4471,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI178,GC4482,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI179,GC4485,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI180,GC4490,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI181,GC4502,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI182,GC4504,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI183,GC4505,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI164,GC4419,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI163,GC4408,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI162,GC4407,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI161,GC4401,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI141,GC4281,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI142,GC4282,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI143,GC4283,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI144,GC4284,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI145,GC4285,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI146,GC4288,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI147,GC4293,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI148,GC4298,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI149,GC4307,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI139,GC4279,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI150,GC4312,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI152,GC4346,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI153,GC4353,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI154,GC4370,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI155,GC4371,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI156,GC4372,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI157,GC4373,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI158,GC4375,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI159,GC4380,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI160,GC4397,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGI151,GC4325,Gauss Bobina de Ignição,sim,gauss,bobina de ignição
AUGC098,GC5090,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGR352,GA870,Gauss Regulador voltagem,sim,gauss,regulador voltagem
AUGR354,GA874,Gauss Regulador voltagem,sim,gauss,regulador voltagem
AUGS432,GA1443,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS433,GA1444,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS434,GA1445,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS435,GA1446,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS436,GA1447,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS437,GA1448,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS438,GA1449,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS439,GA1450,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS440,GA1451,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS441,GA1452,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS442,GA1453,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS443,GA1454,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS444,GA1455,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS445,GA1456,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS446,GA1457,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS447,GA1458,Gauss Placa de Diodos,nao,gauss,placa de diodos
AUGS448,GA1459,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS449,GA1460,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS450,GA1461,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS431,GA1442,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS451,GA1462,Gauss Placa de Diodos,nao,gauss,placa de diodos
AUGS430,GA1441,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS428,GA1439,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS409,GA1419,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS410,GA1420,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS411,GA1421,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS412,GA1422,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS413,GA1423,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS414,GA1424,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS415,GA1425,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS416,GA1426,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS417,GA1427,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS418,GA1428,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS419,GA1430,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS420,GA1431,Gauss Placa de Diodos,nao,gauss,placa de diodos
AUGS421,GA1432,Gauss Placa de Diodos,nao,gauss,placa de diodos
AUGS422,GA1433,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS423,GA1434,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS424,GA1435,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS425,GA1436,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS426,GA1437,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS427,GA1438,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS429,GA1440,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS452,GA1463,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS453,GA1464,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS454,GA1465,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS479,GA1541,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS480,GA1543,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS481,GA1547,Gauss Placa de Diodos,sim,gauss,placa de diodos
AUGS482,GA1560,Gauss Placa de Diodos,sim,gauss,placa de diodos
