sku,codigo_fornecedor,descricao,ativo,marca,categoria
FO193,None,Laquila Freio,sim,laquila,freio
FO194,None,Laquila Freio,sim,laquila,freio
FO195,None,Laquila Freio,sim,laquila,freio
FO196,None,Laquila Freio,sim,laquila,freio
FO197,None,Laquila Freio,sim,laquila,freio
FO198,None,Laquila Freio,sim,laquila,freio
FO199,None,Laquila Freio,sim,laquila,freio
FR001,None,VSR Farol de Milha,sim,vsr,farol de milha
GA101,None,Laquila Boia do tanque,sim,laquila,boia do tanque
FO146,None,Laquila Freio,sim,laquila,freio
GA102,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA104,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA105,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA106,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA107,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA108,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA109,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA110,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA111,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA112,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GA103,None,Laquila Boia do tanque,sim,laquila,boia do tanque
GR102,None,Laquila Grampo,sim,laquila,grampo
FO145,None,Laquila Freio,sim,laquila,freio
FO143,None,Laquila Freio,sim,laquila,freio
FL209,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL210,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL211,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL212,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL213,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL214,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL215,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL216,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL217,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL218,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL219,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL220,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL221,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL222,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL223,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL224,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL225,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL226,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL227,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL208,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL228,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL207,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL205,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL186,None,Laquila Filtro de combustível,sim,laquila,filtro de combustível
FL187,None,Laquila Filtro de combustível,sim,laquila,filtro de combustível
FL188,None,Laquila Filtro de combustível,sim,laquila,filtro de combustível
FL189,None,Laquila Filtro de combustível,sim,laquila,filtro de combustível
FL190,None,Laquila Filtro de combustível,sim,laquila,filtro de combustível
FL191,None,Laquila Filtro de combustível,sim,laquila,filtro de combustível
FL192,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL193,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL194,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL195,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL196,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL197,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL198,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL199,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL200,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL201,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL202,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL203,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL204,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL206,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL229,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FL230,None,Laquila Filtro de combustível,sim,laquila,filtro de combustível
FL231,None,Laquila Filtro de óleo,sim,laquila,filtro de óleo
FO124,None,Laquila Freio,sim,laquila,freio
FO125,None,Laquila Freio,sim,laquila,freio
FO126,None,Laquila Freio,sim,laquila,freio
FO127,None,Laquila Freio,sim,laquila,freio
FO128,None,Laquila Freio,sim,laquila,freio
FO129,None,Laquila Freio,sim,laquila,freio
FO130,None,Laquila Freio,sim,laquila,freio
FO131,None,Laquila Freio,sim,laquila,freio
FO132,None,Laquila Freio,sim,laquila,freio
FO133,None,Laquila Freio,sim,laquila,freio
FO134,None,Laquila Freio,sim,laquila,freio
FO135,None,Laquila Freio,sim,laquila,freio
FO136,None,Laquila Freio,sim,laquila,freio
FO137,None,Laquila Freio,sim,laquila,freio
FO138,None,Laquila Freio,sim,laquila,freio
FO139,None,Laquila Freio,sim,laquila,freio
FO140,None,Laquila Freio,sim,laquila,freio
FO141,None,Laquila Freio,sim,laquila,freio
FO142,None,Laquila Freio,sim,laquila,freio
FO123,None,Laquila Freio,sim,laquila,freio
FO122,None,Laquila Freio,sim,laquila,freio
FO121,None,Laquila Freio,sim,laquila,freio
FO120,None,Laquila Freio,sim,laquila,freio
FL232,None,Laquila Filtros,sim,laquila,filtros
FO101,None,Laquila Braço de freio,sim,laquila,braço de freio
FO102,None,Laquila Caliper,sim,laquila,caliper
FO103,None,Laquila Caliper,sim,laquila,caliper
FO104,None,Laquila Caliper,sim,laquila,caliper
FO105,None,Laquila Caliper,sim,laquila,caliper
FO106,None,Laquila Caliper,sim,laquila,caliper
FO107,None,Laquila Caliper,sim,laquila,caliper
FO108,None,Laquila Caliper,sim,laquila,caliper
FO144,None,Laquila Freio,sim,laquila,freio
FO109,None,Laquila Caliper,sim,laquila,caliper
FO111,None,Laquila Cilindro mestre,sim,laquila,cilindro mestre
FO112,None,Laquila Cilindro mestre,sim,laquila,cilindro mestre
FO113,None,Laquila Cilindro mestre,sim,laquila,cilindro mestre
FO114,None,Laquila Cilindro mestre,sim,laquila,cilindro mestre
FO115,None,Laquila Cilindro mestre,sim,laquila,cilindro mestre
FO116,None,Laquila Freio,sim,laquila,freio
FO117,None,Laquila Freio,sim,laquila,freio
FO118,None,Laquila Freio,sim,laquila,freio
FO119,None,Laquila Freio,sim,laquila,freio
FO110,None,Laquila Cilindro mestre,sim,laquila,cilindro mestre
GR103,None,Laquila Grampo,sim,laquila,grampo
GR104,None,Laquila Grampo,sim,laquila,grampo
GR105,None,Laquila Grampo,sim,laquila,grampo
IG192,None,Laquila Ignição,sim,laquila,ignição
IG193,None,Laquila Ignição,sim,laquila,ignição
IG194,None,Laquila Ignição,sim,laquila,ignição
IG195,None,Laquila Ignição,sim,laquila,ignição
IG196,None,Laquila Ignição,sim,laquila,ignição
IG197,None,Laquila Ignição,sim,laquila,ignição
IG198,None,Laquila Ignição,sim,laquila,ignição
IG199,None,Laquila Ignição,sim,laquila,ignição
IG200,None,Laquila Ignição,sim,laquila,ignição
IG201,None,Laquila Ignição,sim,laquila,ignição
IG202,None,Laquila Ignição,sim,laquila,ignição
IG203,None,Laquila Ignição,sim,laquila,ignição
IG204,None,Laquila Ignição,sim,laquila,ignição
IG205,None,Laquila Ignição,sim,laquila,ignição
IG206,None,Laquila Ignição,sim,laquila,ignição
IG207,None,Laquila Ignição,sim,laquila,ignição
IG208,None,Laquila Ignição,sim,laquila,ignição
IG209,None,Laquila Ignição,sim,laquila,ignição
IG210,None,Laquila Ignição,sim,laquila,ignição
IG191,None,Laquila Ignição,sim,laquila,ignição
IG211,None,Laquila Ignição,sim,laquila,ignição
IG190,None,Laquila Ignição,sim,laquila,ignição
IG188,None,Laquila Ignição,sim,laquila,ignição
IG168,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG169,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG170,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG171,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG172,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG173,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG174,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG175,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG176,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG177,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG179,None,Laquila Velas,sim,laquila,velas
IG180,None,Laquila Velas,sim,laquila,velas
IG181,None,Laquila Velas,sim,laquila,velas
IG182,None,Laquila Velas,sim,laquila,velas
IG183,None,Laquila Velas,sim,laquila,velas
IG184,None,Laquila Velas,sim,laquila,velas
IG185,None,Laquila Velas,sim,laquila,velas
IG186,None,Laquila Velas,sim,laquila,velas
IG187,None,Laquila Ignição,sim,laquila,ignição
IG189,None,Laquila Ignição,sim,laquila,ignição
IG212,None,Laquila Ignição,sim,laquila,ignição
IG213,None,Laquila Ignição,sim,laquila,ignição
IG214,None,Laquila Ignição,sim,laquila,ignição
IG239,None,Laquila Ignição,sim,laquila,ignição
IG240,None,Laquila Ignição,sim,laquila,ignição
IG241,None,Laquila Ignição,sim,laquila,ignição
IG242,None,Laquila Ignição,sim,laquila,ignição
IG243,None,Laquila Ignição,sim,laquila,ignição
IG244,None,Laquila Ignição,sim,laquila,ignição
IG245,None,Laquila Ignição,sim,laquila,ignição
IN101,None,Laquila Comutador,sim,laquila,comutador
IN102,None,Laquila Interruptores,sim,laquila,interruptores
IN103,None,Laquila Interruptor Farol,sim,laquila,interruptor farol
IN104,None,Laquila Interruptor Farol,sim,laquila,interruptor farol
IN105,None,Laquila Luz e freio,sim,laquila,luz e freio
IN106,None,Laquila Luz e freio,sim,laquila,luz e freio
IN107,None,Laquila Luz e freio,sim,laquila,luz e freio
IN108,None,Laquila Luz e freio,sim,laquila,luz e freio
IN109,None,Laquila Luz e freio,sim,laquila,luz e freio
IN110,None,Laquila Luz e freio,sim,laquila,luz e freio
IN111,None,Laquila Luz e freio,sim,laquila,luz e freio
IN112,None,Laquila Interruptor de Partida,sim,laquila,interruptor de partida
IG238,None,Laquila Ignição,sim,laquila,ignição
IG237,None,Laquila Ignição,sim,laquila,ignição
IG236,None,Laquila Ignição,sim,laquila,ignição
IG235,None,Laquila Ignição,sim,laquila,ignição
IG215,None,Laquila Ignição,sim,laquila,ignição
IG216,None,Laquila Ignição,sim,laquila,ignição
IG217,None,Laquila Ignição,sim,laquila,ignição
IG218,None,Laquila Ignição,sim,laquila,ignição
IG219,None,Laquila Ignição,sim,laquila,ignição
IG220,None,Laquila Ignição,sim,laquila,ignição
IG221,None,Laquila Ignição,sim,laquila,ignição
IG222,None,Laquila Ignição,sim,laquila,ignição
IG223,None,Laquila Ignição,sim,laquila,ignição
IG167,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG224,None,Laquila Ignição,sim,laquila,ignição
IG226,None,Laquila Ignição,sim,laquila,ignição
IG227,None,Laquila Ignição,sim,laquila,ignição
IG228,None,Laquila Ignição,sim,laquila,ignição
IG229,None,Laquila Ignição,sim,laquila,ignição
IG230,None,Laquila Ignição,sim,laquila,ignição
IG231,None,Laquila Ignição,sim,laquila,ignição
IG232,None,Laquila Ignição,sim,laquila,ignição
IG233,None,Laquila Ignição,sim,laquila,ignição
IG234,None,Laquila Ignição,sim,laquila,ignição
IG225,None,Laquila Ignição,sim,laquila,ignição
IG166,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG165,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG164,None,Laquila Chave de ignição,sim,laquila,chave de ignição
HG0300RD,None,VSR Manoplas,sim,vsr,manoplas
HO101,None,Laquila Horimetro,sim,laquila,horimetro
HO102,None,Laquila Horimetro,sim,laquila,horimetro
IG101,None,Laquila Avanço Magneto,sim,laquila,avanço magneto
IG102,None,Laquila Bloqueador de chave,sim,laquila,bloqueador de chave
IG103,None,Laquila Bloqueador de chave,sim,laquila,bloqueador de chave
IG104,None,Laquila Bloqueador de chave,sim,laquila,bloqueador de chave
IG105,None,Laquila Bloqueador de chave,sim,laquila,bloqueador de chave
IG106,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG107,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG108,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG109,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG110,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG111,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG112,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG113,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG114,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG115,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG116,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
HG0300GD,None,VSR Manoplas,sim,vsr,manoplas
HG0300BK,None,VSR Manoplas,sim,vsr,manoplas
HG0201GD,None,VSR Manoplas,sim,vsr,manoplas
HG0201BK,None,VSR Manoplas,sim,vsr,manoplas
GR106,None,Laquila Grampo,sim,laquila,grampo
GR107,None,Laquila Grampo,sim,laquila,grampo
GR108,None,Laquila Grampo,sim,laquila,grampo
GR109,None,Laquila Grampo,sim,laquila,grampo
GU101,None,Laquila Guia de Corrente,sim,laquila,guia de corrente
HC001,None,VSR Peso de Guidão,sim,vsr,peso de guidão
HC002,None,VSR Peso de Guidão,sim,vsr,peso de guidão
HC003,None,VSR Peso de Guidão,sim,vsr,peso de guidão
HC004,None,VSR Peso de Guidão,sim,vsr,peso de guidão
IG117,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
HC005,None,VSR Peso de Guidão,sim,vsr,peso de guidão
HG0100BK,None,VSR Manoplas,sim,vsr,manoplas
HG0100GD,None,VSR Manoplas,sim,vsr,manoplas
HG0100RD,None,VSR Manoplas,sim,vsr,manoplas
HG0100TT,None,VSR Manoplas,sim,vsr,manoplas
HG0200BE,None,VSR Manoplas,sim,vsr,manoplas
HG0200BK,None,VSR Manoplas,sim,vsr,manoplas
HG0200GD,None,VSR Manoplas,sim,vsr,manoplas
HG0200RD,None,VSR Manoplas,sim,vsr,manoplas
HG0200TT,None,VSR Manoplas,sim,vsr,manoplas
HG0100BE,None,VSR Manoplas,sim,vsr,manoplas
IN114,None,Laquila Interruptor de Partida,sim,laquila,interruptor de partida
IG118,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG120,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG145,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG146,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG147,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG148,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG149,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG150,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG151,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG152,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG153,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG154,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG155,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG156,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG157,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG158,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG159,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG160,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG161,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG162,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG163,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG144,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG143,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG142,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG141,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG121,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG122,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG123,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG124,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG125,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG126,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG127,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG128,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG129,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG119,None,Laquila Bobina de Ignição,sim,laquila,bobina de ignição
IG130,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG132,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG133,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG134,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG135,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG136,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG137,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG138,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
IG139,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG140,None,Laquila Chave de ignição,sim,laquila,chave de ignição
IG131,None,Laquila Cachimbo de vela,sim,laquila,cachimbo de vela
FL185,None,Laquila Filtro de combustível,sim,laquila,filtro de combustível
JQ502,None,Laquila Jaquetas,sim,laquila,jaquetas
JQ504,None,Laquila Jaquetas,sim,laquila,jaquetas
LU200,None,Laquila Luvas,sim,laquila,luvas
LU201,None,Laquila Luvas,sim,laquila,luvas
LU202,None,Laquila Luvas,sim,laquila,luvas
LU203,None,Laquila Luvas,sim,laquila,luvas
LU204,None,Laquila Luvas,sim,laquila,luvas
LU205,None,Laquila Luvas,sim,laquila,luvas
LU206,None,Laquila Luvas,sim,laquila,luvas
LU207,None,Laquila Luvas,sim,laquila,luvas
LU208,None,Laquila Luvas,sim,laquila,luvas
LU211,None,Laquila Luvas,sim,laquila,luvas
LU212,None,Laquila Luvas,sim,laquila,luvas
LU216,None,Laquila Luvas,sim,laquila,luvas
LU217,None,Laquila Luvas,sim,laquila,luvas
LU218,None,Laquila Luvas,sim,laquila,luvas
LU219,None,Laquila Luvas,sim,laquila,luvas
LU220,None,Laquila Luvas,sim,laquila,luvas
LU221,None,Laquila Luvas,sim,laquila,luvas
LU222,None,Laquila Luvas,sim,laquila,luvas
LU223,None,Laquila Luvas,sim,laquila,luvas
LU199,None,Laquila Luvas,sim,laquila,luvas
LU224,None,Laquila Luvas,sim,laquila,luvas
LU198,None,Laquila Luvas,sim,laquila,luvas
LU196,None,Laquila Luvas,sim,laquila,luvas
LU174,None,Laquila Luvas,sim,laquila,luvas
LU175,None,Laquila Luvas,sim,laquila,luvas
LU176,None,Laquila Luvas,sim,laquila,luvas
LU177,None,Laquila Luvas,sim,laquila,luvas
LU180,None,Laquila Luvas,sim,laquila,luvas
LU181,None,Laquila Luvas,sim,laquila,luvas
LU182,None,Laquila Luvas,sim,laquila,luvas
LU184,None,Laquila Luvas,sim,laquila,luvas
LU185,None,Laquila Luvas,sim,laquila,luvas
LU186,None,Laquila Luvas,sim,laquila,luvas
LU187,None,Laquila Luvas,sim,laquila,luvas
LU188,None,Laquila Luvas,sim,laquila,luvas
LU189,None,Laquila Luvas,sim,laquila,luvas
LU190,None,Laquila Luvas,sim,laquila,luvas
LU191,None,Laquila Luvas,sim,laquila,luvas
LU192,None,Laquila Luvas,sim,laquila,luvas
LU193,None,Laquila Luvas,sim,laquila,luvas
LU194,None,Laquila Luvas,sim,laquila,luvas
LU195,None,Laquila Luvas,sim,laquila,luvas
LU197,None,Laquila Luvas,sim,laquila,luvas
LU225,None,Laquila Luvas,sim,laquila,luvas
LU226,None,Laquila Luvas,sim,laquila,luvas
LU227,None,Laquila Luvas,sim,laquila,luvas
LU258,None,Laquila Luvas,sim,laquila,luvas
LU259,None,Laquila Luvas,sim,laquila,luvas
LU260,None,Laquila Luvas,sim,laquila,luvas
LU261,None,Laquila Luvas,sim,laquila,luvas
LU262,None,Laquila Luvas,sim,laquila,luvas
LU263,None,Laquila Luvas,sim,laquila,luvas
LU264,None,Laquila Luvas,sim,laquila,luvas
LU265,None,Laquila Luvas,sim,laquila,luvas
LU266,None,Laquila Luvas,sim,laquila,luvas
LU267,None,Laquila Luvas,sim,laquila,luvas
LU268,None,Laquila Luvas,sim,laquila,luvas
LU269,None,Laquila Luvas,sim,laquila,luvas
LU270,None,Laquila Luvas,sim,laquila,luvas
LU271,None,Laquila Luvas,sim,laquila,luvas
LU272,None,Laquila Luvas,sim,laquila,luvas
MA101,None,Laquila Macacão,sim,laquila,macacão
MA102,None,Laquila Macacão,sim,laquila,macacão
MA103,None,Laquila Macacão,sim,laquila,macacão
MA104,None,Laquila Macacão,sim,laquila,macacão
LU257,None,Laquila Luvas,sim,laquila,luvas
LU256,None,Laquila Luvas,sim,laquila,luvas
LU255,None,Laquila Luvas,sim,laquila,luvas
LU254,None,Laquila Luvas,sim,laquila,luvas
LU228,None,Laquila Luvas,sim,laquila,luvas
LU229,None,Laquila Luvas,sim,laquila,luvas
LU235,None,Laquila Luvas,sim,laquila,luvas
LU237,None,Laquila Luvas,sim,laquila,luvas
LU238,None,Laquila Luvas,sim,laquila,luvas
LU239,None,Laquila Luvas,sim,laquila,luvas
LU240,None,Laquila Luvas,sim,laquila,luvas
LU241,None,Laquila Luvas,sim,laquila,luvas
LU242,None,Laquila Luvas,sim,laquila,luvas
LU173,None,Laquila Luvas,sim,laquila,luvas
LU243,None,Laquila Luvas,sim,laquila,luvas
LU245,None,Laquila Luvas,sim,laquila,luvas
LU246,None,Laquila Luvas,sim,laquila,luvas
LU247,None,Laquila Luvas,sim,laquila,luvas
LU248,None,Laquila Luvas,sim,laquila,luvas
LU249,None,Laquila Luvas,sim,laquila,luvas
LU250,None,Laquila Luvas,sim,laquila,luvas
LU251,None,Laquila Luvas,sim,laquila,luvas
LU252,None,Laquila Luvas,sim,laquila,luvas
LU253,None,Laquila Luvas,sim,laquila,luvas
LU244,None,Laquila Luvas,sim,laquila,luvas
MA105,None,Laquila Macacão,sim,laquila,macacão
LU172,None,Laquila Luvas,sim,laquila,luvas
LU170,None,Laquila Luvas,sim,laquila,luvas
LU083,None,Laquila Luvas,sim,laquila,luvas
LU084,None,Laquila Luvas,sim,laquila,luvas
LU085,None,Laquila Luvas,sim,laquila,luvas
LU086,None,Laquila Luvas,sim,laquila,luvas
LU087,None,Laquila Luvas,sim,laquila,luvas
LU088,None,Laquila Luvas,sim,laquila,luvas
LU094,None,Laquila Luvas,sim,laquila,luvas
